Date,Time,Crop_Type,Solar_Energy_Production_kWh,Temperature_C,Rainfall_mm,Soil_Moisture_Content,pH
26/9/2021,16:45:00,Lettuce,4.29,28.25,3.14,9.23,6.77
26/9/2021,19:15:00,Lettuce,0.78,29.21,9.2,16.91,6.88
27/9/2021,7:15:00,Lettuce,0.75,36.92,12.8,14.35,6.54
27/9/2021,9:30:00,Lettuce,3.23,33.6,12.03,14.52,6.95
27/9/2021,12:00:00,Lettuce,5.98,35.47,15.89,17.83,6.36
27/9/2021,14:30:00,Lettuce,3.6,37.3,11.4,15.01,6.72
27/9/2021,16:45:00,Lettuce,4.38,28.93,14.9,12.6,6.94
27/9/2021,19:15:00,Lettuce,1.3,31.43,14.72,20.59,6.75
28/9/2021,7:15:00,Lettuce,1.02,34.66,6.38,18.45,6.42
28/9/2021,9:30:00,Lettuce,2.34,35.02,3.72,17.39,7
28/9/2021,12:00:00,Lettuce,5.44,33.5,13.94,12.12,6.66
28/9/2021,14:30:00,Lettuce,5.34,29.21,1.68,15.22,6.48
28/9/2021,16:45:00,Lettuce,3.33,33.12,4.86,13.87,6.25
28/9/2021,19:15:00,Lettuce,1.29,37.42,16.57,15.3,6.68
29/9/2021,7:15:00,Lettuce,1.09,29.88,6.74,17.98,6.49
29/9/2021,9:30:00,Lettuce,3.49,37.54,14.81,17.55,6.32
29/9/2021,12:00:00,Lettuce,5.82,31.22,7.24,13.79,6.94
29/9/2021,14:30:00,Lettuce,5.2,37.64,13.29,14.01,6.09
29/9/2021,16:45:00,Lettuce,3.92,31.05,17.14,15.85,6.37
29/9/2021,19:15:00,Lettuce,0.99,37.72,9.44,17.95,6.83
30/9/2021,7:15:00,Lettuce,1.17,32.39,10.6,14.96,6.41
30/9/2021,9:30:00,Lettuce,2.66,31.81,3.13,11.71,6.78
30/9/2021,12:00:00,Lettuce,5.06,35.87,8.95,20.46,6.75
30/9/2021,14:30:00,Lettuce,4.99,34.18,5.7,16.74,6.18
30/9/2021,16:45:00,Lettuce,3.69,28.8,3.51,10.11,6.74
30/9/2021,19:15:00,Lettuce,0.65,36.56,14.66,18.91,6.53
1/10/2021,7:15:00,Lettuce,0.94,33.6,12.61,10.9,6.11
1/10/2021,9:30:00,Lettuce,1.99,33.64,13.91,18.19,6.27
1/10/2021,12:00:00,Lettuce,5.83,25.55,18.35,8.03,6.8
1/10/2021,14:30:00,Lettuce,5.02,30.84,14.39,13.13,6.11
1/10/2021,16:45:00,Lettuce,3,35.94,13.03,10.77,6.16
1/10/2021,19:15:00,Lettuce,0.99,30.11,12.5,11.01,6.05
2/10/2021,7:15:00,Lettuce,1.11,30.8,15.06,12.32,6.67
2/10/2021,9:30:00,Lettuce,3.28,30.53,12.79,13.46,6.14
2/10/2021,12:00:00,Lettuce,6.74,38.52,12.99,18.65,6.51
2/10/2021,14:30:00,Lettuce,5.71,31.2,13.7,15.05,6.55
2/10/2021,16:45:00,Lettuce,4.24,28.28,16.34,20.05,6.16
2/10/2021,19:15:00,Lettuce,0.69,35.13,18.54,17.05,6
3/10/2021,7:15:00,Lettuce,0.69,35.16,17.13,15.43,6.89
3/10/2021,9:30:00,Lettuce,2.6,32.37,14.91,21.56,6.43
3/10/2021,12:00:00,Lettuce,6.12,31.92,15.34,16.32,6.13
3/10/2021,14:30:00,Lettuce,4.18,36.13,16.36,8.23,6.57
3/10/2021,16:45:00,Lettuce,4.37,36.44,15.56,17.54,6.62
3/10/2021,19:15:00,Lettuce,0.88,25.91,19.04,10.34,6.53
4/10/2021,7:15:00,Lettuce,1.2,31.53,12.55,20.36,6.12
4/10/2021,9:30:00,Lettuce,3.41,29.23,17.44,10.14,6.14
4/10/2021,12:00:00,Lettuce,6.56,26.95,8.31,13.62,6.96
4/10/2021,14:30:00,Lettuce,4.77,33.2,14.6,13.53,6.88
4/10/2021,16:45:00,Lettuce,3.4,28.96,14.29,16.13,6.48
4/10/2021,19:15:00,Lettuce,0.85,32.69,14.64,14.47,6.13
5/10/2021,7:15:00,Lettuce,1.16,34.13,21.92,20.88,6.71
5/10/2021,9:30:00,Lettuce,2.83,33.68,15.12,11.56,6.19
5/10/2021,12:00:00,Lettuce,5.16,33.21,14.96,12.46,6.95
5/10/2021,14:30:00,Lettuce,5.5,28.31,13.63,13.39,6.81
5/10/2021,16:45:00,Lettuce,2.82,29.24,18.36,11.71,6.33
5/10/2021,19:15:00,Lettuce,0.65,34.26,16.19,22.29,6.45
6/10/2021,7:15:00,Lettuce,0.67,31.54,15.3,11.5,6.48
6/10/2021,9:30:00,Lettuce,3.55,32.34,9.42,16,6.31
6/10/2021,12:00:00,Lettuce,5.43,24.82,10.59,15.71,6.64
6/10/2021,14:30:00,Lettuce,4.11,35.17,19.46,18.04,6.09
6/10/2021,16:45:00,Lettuce,4.26,36.44,16.31,15.81,6.72
6/10/2021,19:15:00,Lettuce,0.46,30.23,8.08,14.9,6.96
7/10/2021,7:15:00,Lettuce,0.78,28.09,13.42,13.52,6.51
7/10/2021,9:30:00,Lettuce,3.04,34.37,10.81,12.31,6.54
7/10/2021,12:00:00,Lettuce,5.3,28.2,6.81,14.6,6.2
7/10/2021,14:30:00,Lettuce,3.99,31.77,13.47,15.88,6.04
7/10/2021,16:45:00,Lettuce,2.24,34.1,12.47,14.45,6.72
7/10/2021,19:15:00,Lettuce,0.57,30.65,9.06,13.79,6.65
8/10/2021,7:15:00,Lettuce,1.25,34.12,10.54,20.32,6.1
8/10/2021,9:30:00,Lettuce,2.56,27.54,20.28,12.59,6.72
8/10/2021,12:00:00,Lettuce,5.13,32.6,15.7,18.63,6.88
8/10/2021,14:30:00,Lettuce,5.91,28.16,17.37,20.42,6.71
8/10/2021,16:45:00,Lettuce,1.82,30.77,17.36,18.02,6.17
8/10/2021,19:15:00,Lettuce,1.33,41.07,16.49,18.9,6.3
9/10/2021,7:15:00,Lettuce,0.79,31.96,15.54,15.97,6.36
9/10/2021,9:30:00,Lettuce,2.54,31.26,17.44,15.97,6.75
9/10/2021,12:00:00,Lettuce,4.73,30.16,12.95,20.07,6.2
9/10/2021,14:30:00,Lettuce,5.8,33.59,15.54,18.96,6.55
9/10/2021,16:45:00,Lettuce,4.35,29.25,17.66,12.17,6.21
9/10/2021,19:15:00,Lettuce,0.85,32.73,15.7,11.88,6.96
10/10/2021,7:15:00,Lettuce,1.06,35.49,16.03,9.18,6.15
10/10/2021,9:30:00,Lettuce,2.18,30.94,17.41,18.18,6.69
10/10/2021,12:00:00,Lettuce,6.89,31.53,13.48,17.67,6.35
10/10/2021,14:30:00,Lettuce,5.3,24.26,13.93,10.74,6.2
10/10/2021,16:45:00,Lettuce,3.32,34.03,12.53,21.07,6.67
10/10/2021,19:15:00,Lettuce,0.48,25.94,12.58,10.55,6.73
11/10/2021,7:15:00,Lettuce,0.5,28.24,19.07,19.14,6.17
11/10/2021,9:30:00,Lettuce,1.9,31.81,10.75,15.22,6.7
11/10/2021,12:00:00,Lettuce,6.03,30.95,13.87,11.81,6.97
11/10/2021,14:30:00,Lettuce,5.34,32.02,9.9,8.79,6.28
11/10/2021,16:45:00,Lettuce,3.55,30.12,19.23,18.31,6.65
11/10/2021,19:15:00,Lettuce,0.49,26.8,13.96,11.19,6.48
12/10/2021,7:15:00,Lettuce,0.6,30.71,19.56,12.83,6.46
12/10/2021,9:30:00,Lettuce,2.4,30.42,14.76,16.8,6.34
12/10/2021,12:00:00,Lettuce,5.62,27.4,18.35,18.67,6.1
12/10/2021,14:30:00,Lettuce,5.73,32.07,13.08,19.12,6.18
12/10/2021,16:45:00,Lettuce,3.64,38.71,13.3,19.7,6.26
12/10/2021,19:15:00,Lettuce,1.3,39.93,9.94,16.3,6.75
13/10/2021,7:15:00,Lettuce,0.46,32.15,13.15,9.27,6
13/10/2021,9:30:00,Lettuce,3.39,30.91,19.72,11.74,6.79
13/10/2021,12:00:00,Lettuce,4.79,35.06,16.15,13.02,6.79
13/10/2021,14:30:00,Lettuce,5.97,27.58,10.33,11.36,6.6
13/10/2021,16:45:00,Lettuce,2.74,30.37,17.95,10.62,6.63
13/10/2021,19:15:00,Lettuce,0.85,32.85,14.29,16.14,6.21
14/10/2021,7:15:00,Lettuce,1.14,37.2,15.33,12.36,6.16
14/10/2021,9:30:00,Lettuce,3.46,34.28,11.5,11.2,6.07
14/10/2021,12:00:00,Lettuce,5.14,29.91,11.25,14.29,6.35
14/10/2021,14:30:00,Lettuce,5.7,32.04,13.44,19.52,6.88
14/10/2021,16:45:00,Lettuce,2.21,33.54,22.82,17.52,6.11
14/10/2021,19:15:00,Lettuce,0.82,26.7,15.66,10.75,6.7
15/10/2021,7:15:00,Lettuce,1.03,28.22,16.84,16.86,6.92
15/10/2021,9:30:00,Lettuce,2.83,31.94,15.05,16.63,6.06
15/10/2021,12:00:00,Lettuce,4.75,30.15,16.21,22.73,6.5
15/10/2021,14:30:00,Lettuce,4.57,33.54,14.56,16.96,6.47
15/10/2021,16:45:00,Lettuce,2.82,33.62,15.18,11.98,6.71
15/10/2021,19:15:00,Lettuce,0.85,32.12,14.82,18.11,6.16
16/10/2021,7:15:00,Lettuce,0.6,30.49,15.19,16.78,6.95
16/10/2021,9:30:00,Lettuce,3.14,27.22,14.91,13.59,6.37
16/10/2021,12:00:00,Lettuce,5.06,25.79,16.37,17.12,6.37
16/10/2021,14:30:00,Lettuce,6.24,35.64,12.36,15.01,6.24
16/10/2021,16:45:00,Lettuce,4.02,31.47,17.12,14.14,6.56
16/10/2021,19:15:00,Lettuce,0.53,27.62,8.78,20.69,6.87
17/10/2021,7:15:00,Lettuce,0.85,29.73,14,15.74,6.02
17/10/2021,9:30:00,Lettuce,3.22,29.23,16.29,14.8,6.25
17/10/2021,12:00:00,Lettuce,6.9,34.41,17.54,18.57,6.18
17/10/2021,14:30:00,Lettuce,5.27,33.54,12.08,20.55,6.93
17/10/2021,16:45:00,Lettuce,2,28.1,19.98,14.18,6.07
17/10/2021,19:15:00,Lettuce,1.34,33.95,13.59,16.86,6.79
18/10/2021,7:15:00,Lettuce,0.48,35.4,19.85,19.79,6.17
18/10/2021,9:30:00,Lettuce,1.98,29.8,12.71,12.32,6.47
18/10/2021,12:00:00,Lettuce,5.46,32.91,16.23,16.66,6.96
18/10/2021,14:30:00,Lettuce,4.42,36.6,14.59,15.9,6.65
18/10/2021,16:45:00,Lettuce,4.45,27.7,22.99,14.02,6.8
18/10/2021,19:15:00,Lettuce,1.34,35.93,10.69,9.32,6.74
19/10/2021,7:15:00,Lettuce,1.16,33.16,13.47,14.89,6.89
19/10/2021,9:30:00,Lettuce,2.58,36.99,15.54,17.93,7
19/10/2021,12:00:00,Lettuce,4.91,28.78,17.52,12.52,6.83
19/10/2021,14:30:00,Lettuce,4.74,27.92,7.97,12.19,6.61
19/10/2021,16:45:00,Lettuce,4.03,27.56,16.87,19.98,6.4
19/10/2021,19:15:00,Lettuce,1.12,29.66,16,16.43,6.15
20/10/2021,7:15:00,Lettuce,1.08,29.8,13.17,15.25,6.14
20/10/2021,9:30:00,Lettuce,2.77,34.73,13.43,13.31,6.33
20/10/2021,12:00:00,Lettuce,7.16,34.83,16.16,11.66,6.86
20/10/2021,14:30:00,Lettuce,5.51,31.2,10.83,17.55,6.35
20/10/2021,16:45:00,Lettuce,1.93,34.65,17.35,17.66,6.44
20/10/2021,19:15:00,Lettuce,0.48,27.41,16.2,19.55,6.93
21/10/2021,7:15:00,Lettuce,0.7,30.42,13.49,11.89,6.9
21/10/2021,9:30:00,Lettuce,3.3,30.27,10.88,11.9,6.13
21/10/2021,12:00:00,Lettuce,6.21,28.84,13.69,14.25,6.7
21/10/2021,14:30:00,Lettuce,4.64,33.09,11.4,12.6,6.93
21/10/2021,16:45:00,Lettuce,3.24,27.17,10.58,10.16,6.75
21/10/2021,19:15:00,Lettuce,0.91,35.32,15.37,11.8,6.85
22/10/2021,7:15:00,Lettuce,1.3,31.52,14.84,13.03,6.49
22/10/2021,9:30:00,Lettuce,2.93,38.63,17.97,13.02,6.29
22/10/2021,12:00:00,Lettuce,4.79,30.89,18.02,14,6.49
22/10/2021,14:30:00,Lettuce,5.12,30.22,14.22,16.9,6.63
22/10/2021,16:45:00,Lettuce,3.02,29.1,17.68,14.88,6.65
22/10/2021,19:15:00,Lettuce,1.05,31.54,15.94,14.69,6.92
23/10/2021,7:15:00,Lettuce,0.73,34.6,17.74,16.55,6.51
23/10/2021,9:30:00,Lettuce,2.82,28.42,10.62,9.1,6.9
23/10/2021,12:00:00,Lettuce,4.83,30.66,13.4,13.26,6.88
23/10/2021,14:30:00,Lettuce,5.99,33.59,9.85,18.36,6.95
23/10/2021,16:45:00,Lettuce,1.83,27.27,18.88,9.93,6.21
23/10/2021,19:15:00,Lettuce,0.66,32.32,15.17,16.49,6.32
24/10/2021,7:15:00,Lettuce,0.64,29.2,6.62,16.24,6.89
24/10/2021,9:30:00,Lettuce,3,33.73,11.46,14.36,6.06
24/10/2021,12:00:00,Lettuce,4.81,34.34,16.49,12.99,6.81
24/10/2021,14:30:00,Lettuce,4.89,31.61,16.82,15.17,6.04
24/10/2021,16:45:00,Lettuce,2.18,30.9,17.59,14.46,6.48
24/10/2021,19:15:00,Lettuce,0.53,28.74,16.3,14.67,6.28
25/10/2021,7:15:00,Lettuce,0.82,36.54,10.25,14.8,6.4
25/10/2021,9:30:00,Lettuce,2.44,35.29,21.51,14.03,6.31
25/10/2021,12:00:00,Lettuce,6.59,32.65,17.15,16.61,6.36
25/10/2021,14:30:00,Lettuce,4.96,34.68,17.27,14.14,6.26
25/10/2021,16:45:00,Lettuce,2.08,36.82,16.54,14.14,6.12
25/10/2021,19:15:00,Lettuce,0.8,32.08,13.62,12.03,6.81
26/10/2021,7:15:00,Lettuce,0.84,30.66,7.08,10.07,6.2
26/10/2021,9:30:00,Lettuce,2.47,33.26,14.08,11.95,6.86
26/10/2021,12:00:00,Lettuce,6.81,35.81,11.37,20.76,6.03
26/10/2021,14:30:00,Lettuce,5.96,30.54,11.85,14.87,6.89
26/10/2021,16:45:00,Lettuce,1.91,26.98,12.64,15.65,6.42
26/10/2021,19:15:00,Lettuce,1.29,30.85,13.77,20.47,6.67
27/10/2021,7:15:00,Lettuce,1.1,33.67,13.18,16.36,6.33
27/10/2021,9:30:00,Lettuce,3.03,31.7,12.46,13.07,6.63
27/10/2021,12:00:00,Lettuce,5.02,37.01,11.82,21.16,6.4
27/10/2021,14:30:00,Lettuce,4.71,25.48,13.95,11.34,6.83
27/10/2021,16:45:00,Lettuce,3.82,28.54,16.67,15.59,6.65
27/10/2021,19:15:00,Lettuce,1.22,34.13,16.88,12.25,6.63
28/10/2021,7:15:00,Lettuce,0.9,34.81,19.13,23.76,6.48
28/10/2021,9:30:00,Lettuce,3.13,27.08,13.68,13.88,6.96
28/10/2021,12:00:00,Lettuce,4.79,33.1,17.97,19.37,6.63
28/10/2021,14:30:00,Lettuce,5.56,34.75,13.85,13.54,6.52
28/10/2021,16:45:00,Lettuce,2.18,28.02,18.33,12.71,6.05
28/10/2021,19:15:00,Lettuce,1.22,35.74,11.09,16.75,6.6
29/10/2021,7:15:00,Lettuce,0.72,34.04,17.84,12.73,6.58
29/10/2021,9:30:00,Lettuce,2.37,28.06,12.07,10.52,6.8
29/10/2021,12:00:00,Lettuce,6.46,31.04,17.79,13.84,6.16
29/10/2021,14:30:00,Lettuce,3.7,33.98,15.31,13.74,6.16
29/10/2021,16:45:00,Lettuce,2.59,38.57,10.82,9.13,6.93
29/10/2021,19:15:00,Lettuce,0.61,28.51,16.43,13.32,6.65
30/10/2021,7:15:00,Lettuce,0.55,31.68,19.46,18.6,6.02
30/10/2021,9:30:00,Lettuce,2.8,30.37,17.85,16.74,6.24
30/10/2021,12:00:00,Lettuce,4.54,27.85,13.28,11.38,6.39
30/10/2021,14:30:00,Lettuce,4.3,29.92,15.2,12.73,6.26
30/10/2021,16:45:00,Lettuce,2.24,31.31,17.36,9.55,6.83
30/10/2021,19:15:00,Lettuce,0.79,29.15,15.68,17.44,6.16
1/11/2021,7:15:00,Lettuce,0.59,29.66,11.78,46.77,6.86
1/11/2021,9:30:00,Lettuce,2.67,25.83,13.22,42.08,5.41
1/11/2021,12:00:00,Lettuce,3.98,27.46,28.95,46.28,6.13
1/11/2021,14:30:00,Lettuce,3.69,24.1,13.89,40.63,5.55
1/11/2021,16:45:00,Lettuce,1.27,25.75,26.45,46.08,5.95
1/11/2021,19:15:00,Lettuce,0.46,24.39,25.29,41.5,5.53
2/11/2021,7:15:00,Lettuce,0.71,23.58,20.78,38.67,5.8
2/11/2021,9:30:00,Lettuce,2.57,31.64,15.81,47.86,6.41
2/11/2021,12:00:00,Lettuce,4.09,31.78,28.05,47.13,5.74
2/11/2021,14:30:00,Lettuce,3.65,31.79,19.7,43.88,6.94
2/11/2021,16:45:00,Lettuce,1.11,27.34,10.31,40.95,5.27
2/11/2021,19:15:00,Lettuce,0.24,31.96,25.53,43.57,6.73
3/11/2021,7:15:00,Lettuce,0.61,24.57,15.36,45.88,5.72
3/11/2021,9:30:00,Lettuce,2.16,27.43,20.87,40.24,6.04
3/11/2021,12:00:00,Lettuce,4.24,28.64,13.91,39.76,5.3
3/11/2021,14:30:00,Lettuce,4.21,30.61,22.86,49.17,5.51
3/11/2021,16:45:00,Lettuce,1.35,23.91,15.13,44.06,6.35
3/11/2021,19:15:00,Lettuce,0.42,30.26,21.76,43.47,5.8
4/11/2021,7:15:00,Lettuce,0.76,25.77,15.32,50.24,6.41
4/11/2021,9:30:00,Lettuce,1.84,23.36,24.39,45.4,5.04
4/11/2021,12:00:00,Lettuce,4.89,29.06,21.86,45.45,5.64
4/11/2021,14:30:00,Lettuce,3.85,31.33,27.18,47.19,6.24
4/11/2021,16:45:00,Lettuce,1.66,25.2,22.48,42.75,5.9
4/11/2021,19:15:00,Lettuce,0.69,28.86,28.97,48.58,5.88
5/11/2021,7:15:00,Lettuce,0.7,30.47,12.81,50.05,5.09
5/11/2021,9:30:00,Lettuce,2.3,28.43,22.36,49.01,5.17
5/11/2021,12:00:00,Lettuce,4.88,25.4,15.81,45.37,6.84
5/11/2021,14:30:00,Lettuce,2.85,29.91,23.73,40.9,5.8
5/11/2021,16:45:00,Lettuce,1.97,28.65,28.5,45.25,5.63
5/11/2021,19:15:00,Lettuce,0.52,26.89,27.14,41.45,6.6
6/11/2021,7:15:00,Lettuce,0.89,29.83,17.99,45.41,5.22
6/11/2021,9:30:00,Lettuce,1.65,27.18,13.8,47.54,5.86
6/11/2021,12:00:00,Lettuce,4.32,25.05,14.85,44.95,5.1
6/11/2021,14:30:00,Lettuce,3.7,27.82,21.04,50.01,6.1
6/11/2021,16:45:00,Lettuce,1.26,30.01,18.72,45.52,6.68
6/11/2021,19:15:00,Lettuce,0.31,23.11,26.62,47.41,6.23
7/11/2021,7:15:00,Lettuce,0.53,27.14,19.61,47.73,6.95
7/11/2021,9:30:00,Lettuce,2.15,25.16,28.99,41.43,6.25
7/11/2021,12:00:00,Lettuce,4.87,26.09,14.73,50.03,5.56
7/11/2021,14:30:00,Lettuce,3.78,26.99,14.84,47.47,6.89
7/11/2021,16:45:00,Lettuce,1.12,24.25,17.31,48.32,5.81
7/11/2021,19:15:00,Lettuce,0.31,23.78,18.77,48.51,5.75
8/11/2021,7:15:00,Lettuce,0.47,24.25,12.48,39.05,5.9
8/11/2021,9:30:00,Lettuce,1.88,31.17,23.27,49.94,6.07
8/11/2021,12:00:00,Lettuce,3.89,30.5,20.54,40.24,5.56
8/11/2021,14:30:00,Lettuce,2.86,27.04,25.72,45.36,5.05
8/11/2021,16:45:00,Lettuce,2.11,25.8,11.95,40.01,5.32
8/11/2021,19:15:00,Lettuce,0.59,30.8,11.02,47.43,5.57
9/11/2021,7:15:00,Lettuce,0.36,23.02,20.31,44.69,6.31
9/11/2021,9:30:00,Lettuce,2.33,29.43,26.78,44.97,5.31
9/11/2021,12:00:00,Lettuce,5.32,27.3,22.73,44.26,5.41
9/11/2021,14:30:00,Lettuce,2.87,25.2,23.97,41.57,6.1
9/11/2021,16:45:00,Lettuce,0.97,24.93,16.59,45.16,5.5
9/11/2021,19:15:00,Lettuce,0.4,23.89,13.43,44.44,5.09
10/11/2021,7:15:00,Lettuce,0.31,24.82,13.07,47.43,6.27
10/11/2021,9:30:00,Lettuce,2.56,30.69,14.47,42.7,5.29
10/11/2021,12:00:00,Lettuce,3.71,23.87,20.68,44.69,5.57
10/11/2021,14:30:00,Lettuce,3.83,26.22,26.79,49.06,6.44
10/11/2021,16:45:00,Lettuce,1.54,31.27,16.87,42.52,6.47
10/11/2021,19:15:00,Lettuce,0.28,28.04,14.15,50.44,6
11/11/2021,7:15:00,Lettuce,0.65,28.88,26.63,42.52,6.64
11/11/2021,9:30:00,Lettuce,2.4,23.62,26.81,43.6,5.48
11/11/2021,12:00:00,Lettuce,4.21,26.71,12.99,48.97,6.51
11/11/2021,14:30:00,Lettuce,3.97,24.64,26.86,51.92,5.08
11/11/2021,16:45:00,Lettuce,0.99,29.86,13.33,47.54,5.49
11/11/2021,19:15:00,Lettuce,0.6,25.03,18.64,47.17,5.78
12/11/2021,7:15:00,Lettuce,0.66,23.21,15.61,45.05,5.49
12/11/2021,9:30:00,Lettuce,1.99,24.93,11.65,42.24,6.6
12/11/2021,12:00:00,Lettuce,5.21,26.78,18.84,47.84,6.47
12/11/2021,14:30:00,Lettuce,3.08,28.83,13.83,47.04,5.58
12/11/2021,16:45:00,Lettuce,2.06,25.27,27.88,44.45,5.3
12/11/2021,19:15:00,Lettuce,0.27,27.28,20.93,47.31,5.59
13/11/2021,7:15:00,Lettuce,0.52,24.83,17.36,49.32,5.86
13/11/2021,9:30:00,Lettuce,1.54,27.75,24.66,40.81,6.98
13/11/2021,12:00:00,Lettuce,3.97,25,21.27,42.71,5.76
13/11/2021,14:30:00,Lettuce,2.91,28.27,27.99,52.19,5.96
13/11/2021,16:45:00,Lettuce,1.87,25.61,26.07,48.2,6.84
13/11/2021,19:15:00,Lettuce,0.27,31.82,29.68,39.73,6.11
14/11/2021,7:15:00,Lettuce,0.67,26.94,16.11,49.31,6.71
14/11/2021,9:30:00,Lettuce,1.83,27.78,28.96,44.3,6.57
14/11/2021,12:00:00,Lettuce,5.21,23.98,19.28,47.45,5.13
14/11/2021,14:30:00,Lettuce,3.53,23.97,17.94,48.56,5.22
14/11/2021,16:45:00,Lettuce,0.95,24.76,24.43,47.03,5.91
14/11/2021,19:15:00,Lettuce,0.19,28.18,21.83,43.6,6.75
15/11/2021,7:15:00,Lettuce,0.43,29.52,23.93,43.12,6.51
15/11/2021,9:30:00,Lettuce,2.27,27.7,28.47,44.84,6.54
15/11/2021,12:00:00,Lettuce,5.28,25.99,24.79,45.03,5.71
15/11/2021,14:30:00,Lettuce,4.04,29.94,28.37,43.68,5.57
15/11/2021,16:45:00,Lettuce,1.94,27.81,19.63,40.69,6.58
15/11/2021,19:15:00,Lettuce,0.71,29.51,27.99,47.55,5.75
16/11/2021,7:15:00,Lettuce,0.27,30.72,17.29,42.63,5.29
16/11/2021,9:30:00,Lettuce,2.22,28.76,15.14,45.71,5
16/11/2021,12:00:00,Lettuce,4.31,29.97,14.39,46.63,6.57
16/11/2021,14:30:00,Lettuce,3.2,31.56,11.47,47.15,6.67
16/11/2021,16:45:00,Lettuce,1.05,30.3,26.86,42.17,6.07
16/11/2021,19:15:00,Lettuce,0.23,25.82,14.18,44.72,5.98
17/11/2021,7:15:00,Lettuce,0.47,31.11,29.88,42.77,5
17/11/2021,9:30:00,Lettuce,2,28.87,10.08,47.85,6.09
17/11/2021,12:00:00,Lettuce,3.72,28.58,27.64,44.72,5.07
17/11/2021,14:30:00,Lettuce,4.22,23.33,16.01,50.85,6.46
17/11/2021,16:45:00,Lettuce,1.38,25.36,18.87,45.7,5.54
17/11/2021,19:15:00,Lettuce,0.31,30.78,18.83,41.26,6.05
18/11/2021,7:15:00,Lettuce,0.41,27.31,21.74,49.45,6.27
18/11/2021,9:30:00,Lettuce,2.33,27.09,12.43,45.94,5.06
18/11/2021,12:00:00,Lettuce,4.05,26.56,25.51,43.85,6.23
18/11/2021,14:30:00,Lettuce,3.44,27.54,17.86,43.69,5.8
18/11/2021,16:45:00,Lettuce,0.94,29.15,20.69,42.12,5.96
18/11/2021,19:15:00,Lettuce,0.29,29.02,12.26,40.2,5.22
19/11/2021,7:15:00,Lettuce,0.65,26.71,20.31,40.52,5.01
19/11/2021,9:30:00,Lettuce,1.94,23.72,18.4,45.12,6.84
19/11/2021,12:00:00,Lettuce,4.57,31.13,15.34,45.23,6.03
19/11/2021,14:30:00,Lettuce,3.68,29.22,23.28,43.85,6.66
19/11/2021,16:45:00,Lettuce,2.1,28.65,18.74,49.58,5.63
19/11/2021,19:15:00,Lettuce,0.18,29.54,10.86,44.2,5.64
20/11/2021,7:15:00,Lettuce,0.86,23.15,21.87,45.29,5.78
20/11/2021,9:30:00,Lettuce,2.55,28.25,28.94,40.77,5.12
20/11/2021,12:00:00,Lettuce,4.44,23.57,15.89,37.52,6.36
20/11/2021,14:30:00,Lettuce,4.09,24.76,13.87,45.14,5.84
20/11/2021,16:45:00,Lettuce,1.24,31.84,23.96,44.37,6.87
20/11/2021,19:15:00,Lettuce,0.72,26.85,17.14,45.58,6.2
21/11/2021,7:15:00,Lettuce,0.62,26.24,26.28,42.48,6.08
21/11/2021,9:30:00,Lettuce,1.96,28.54,12.1,51.91,6.62
21/11/2021,12:00:00,Lettuce,4.58,25.35,18.25,46.51,5.24
21/11/2021,14:30:00,Lettuce,2.72,23.13,14.69,40.41,6.6
21/11/2021,16:45:00,Lettuce,1.32,23.72,16.59,47.99,6.18
21/11/2021,19:15:00,Lettuce,0.6,29.72,27.26,43.59,5.73
22/11/2021,7:15:00,Lettuce,0.55,29.08,17.29,44.04,5.88
22/11/2021,9:30:00,Lettuce,2.44,26.38,13.01,47.72,6.23
22/11/2021,12:00:00,Lettuce,4.72,27.58,27.37,41.73,6.35
22/11/2021,14:30:00,Lettuce,3.77,24.11,16.6,43.9,5.58
22/11/2021,16:45:00,Lettuce,1.53,23.32,15.7,43.18,6.7
22/11/2021,19:15:00,Lettuce,0.29,30,11.34,37.88,5.49
23/11/2021,7:15:00,Lettuce,0.52,27.55,15.2,42.25,6.34
23/11/2021,9:30:00,Lettuce,2.4,29.31,13.18,37.11,6.05
23/11/2021,12:00:00,Lettuce,5.01,30.87,14.14,48.02,6.11
23/11/2021,14:30:00,Lettuce,3.1,25.32,25.24,48.37,6.53
23/11/2021,16:45:00,Lettuce,1.53,28.52,13.13,46.17,6.71
23/11/2021,19:15:00,Lettuce,0.31,24.5,23.4,46.15,6.2
24/11/2021,7:15:00,Lettuce,0.64,24.67,14.26,48.3,5.64
24/11/2021,9:30:00,Lettuce,2.19,23.63,20.79,42.93,6.03
24/11/2021,12:00:00,Lettuce,5.22,29.16,17.22,46.91,5.52
24/11/2021,14:30:00,Lettuce,3.97,26.37,28.55,45.83,5.14
24/11/2021,16:45:00,Lettuce,1.58,28.27,11.65,42.43,5.77
24/11/2021,19:15:00,Lettuce,0.29,29.39,20.28,49.61,5.67
25/11/2021,7:15:00,Lettuce,0.76,28.55,14.35,47.06,6.03
25/11/2021,9:30:00,Lettuce,1.36,26.42,14.26,42.82,5.37
25/11/2021,12:00:00,Lettuce,4.52,27.62,18.51,40.58,5.22
25/11/2021,14:30:00,Lettuce,4.11,23.42,12.8,44.7,5.12
25/11/2021,16:45:00,Lettuce,0.98,28.86,22.58,39.39,6.01
25/11/2021,19:15:00,Lettuce,0.31,27.47,29.71,46.23,5.49
26/11/2021,7:15:00,Lettuce,0.46,28.49,19.2,41.36,6.64
26/11/2021,9:30:00,Lettuce,2.34,29.66,25.24,44.12,6.87
